to	ty	se	towl	tywl
2281	818	92	4.51994739149496	6.33496332518337
2286	942	99	4.37139107611549	6.28556263269639
2235	764	73	4.25637583892617	6.4044502617801
2205	918	77	4.57233560090703	6.45315904139434
2210	798	81	4.41221719457014	6.44110275689223
2216	879	96	4.46705776173285	6.32650739476678
2263	825	80	4.26027397260274	6.12727272727273
2273	833	76	4.06731192256929	5.88355342136855
2173	838	76	4.49884951679705	6.22434367541766
2274	920	101	4.28144239226033	6.07717391304348
2176	797	99	4.34466911764706	6.13174404015056
2218	840	107	4.53426510369702	6.33928571428571
2274	917	85	4.21284080914688	5.99018538713195
2325	986	75	4.48086021505376	6.44624746450304
2367	925	68	4.24841571609632	6.37945945945946
2250	925	75	4.40977777777778	6.39135135135135
2445	1015	141	3.92188139059305	5.85221674876847
2270	965	55	4.56431718061674	6.56476683937824
2339	1000	108	4.08807182556648	6.043
2287	892	88	4.34368167905553	6.5414798206278
2289	902	98	4.25644386194845	6.22505543237251
2301	952	101	4.26336375488918	6.36344537815126
2339	1046	86	4.29628046173578	6.22275334608031
2317	932	113	4.27362969356927	6.1255364806867
2281	878	95	4.37176676896098	6.48861047835991
2305	835	68	4.41561822125813	6.63473053892216
2241	957	90	4.4859437751004	6.39498432601881
2252	950	77	4.37078152753108	6.13368421052632
2325	980	91	4.10021505376344	5.96632653061225
2352	1028	86	4.10799319727891	5.89007782101167
2214	694	97	4.23306233062331	6.27953890489914
2245	787	60	4.57327394209354	6.85260482846252
2347	786	178	3.96378355347252	6.02417302798982
2400	698	107	3.76208333333333	5.64899713467049
2299	871	119	4.30752501087429	6.24225028702641
2208	736	89	3.93614130434783	5.76358695652174
2286	561	75	3.88320209973753	5.67379679144385
2262	696	109	4.26790450928382	6.3117816091954
2237	748	107	4.01966919982119	5.99197860962567
2348	700	68	4.19974446337308	6.32
2302	704	88	3.99565595134665	5.79261363636364
2376	779	81	3.89856902356902	5.80231065468549
2199	787	91	4.25011368804002	6.04574332909784
2360	689	108	4.09957627118644	6.40928882438316
2256	819	99	4.11436170212766	5.97924297924298
2306	610	160	3.7827406764961	5.29016393442623
2228	820	65	4.52692998204668	6.43170731707317
2262	827	100	4.24093722369584	6.03385731559855
2250	671	101	3.83022222222222	5.68405365126677
2268	828	90	4.04453262786596	5.83212560386473
2201	688	108	3.92003634711495	5.55377906976744
2242	912	85	4.35057983942908	6.23684210526316
2176	723	91	4.10707720588235	5.65836791147995
2235	849	85	4.29664429530201	6.08716136631331
2225	791	74	4.22651685393258	5.90139064475348
2242	875	93	4.22881355932203	5.86514285714286
2190	790	64	4.27214611872146	6.12278481012658
2396	947	81	4.04382303839733	5.96937697993664
2241	863	99	4.31102186523873	6.09849362688297
2300	683	72	3.98739130434783	5.73499267935578
2248	822	79	3.99154804270463	5.68978102189781
2265	852	87	3.98057395143488	5.70422535211268
2280	945	50	4.52105263157895	6.26560846560847
2294	903	117	4.23278116826504	5.71982281284607
2192	862	75	4.34808394160584	6.0661252900232
2277	789	112	3.96354852876592	5.69835234474018
2245	631	97	3.93986636971047	5.31695721077655
2363	958	86	4.30892932712653	6.2286012526096
2181	892	77	4.52819807427785	6.28026905829596
2224	857	91	4.24370503597122	5.91481913652275
2250	859	97	4.15155555555556	5.89289871944121
2269	663	107	4.01542529748788	5.62594268476621
2256	799	69	3.96409574468085	5.91614518147685
2165	721	69	4.28868360277136	6.04022191400832
2211	817	69	4.56128448665762	6.56181150550796
2381	926	85	4.29231415371693	6.2829373650108
2257	841	81	4.36641559592379	5.95600475624257
2219	818	84	4.54258675078864	6.31784841075795
2166	766	50	4.3522622345337	6.07832898172324
2179	813	67	4.60073428178063	6.4489544895449
2195	761	120	4.23280182232346	6.01314060446781
2251	809	86	4.47578853842737	6.43386897404203
2207	755	80	4.4404168554599	6.14172185430464
2198	843	90	4.31574158325751	5.98102016607355
2260	939	94	4.34690265486726	6.1395101171459
2272	676	113	4.14128521126761	6.21449704142012
2276	857	59	4.70035149384886	6.64644107351225
2315	719	191	3.8133909287257	5.64673157162726
2283	777	76	4.16863775733684	6.12226512226512
2275	834	79	4.88483516483516	6.95923261390887
2233	897	68	4.40214957456337	6.51505016722408
2216	980	72	4.38673285198556	6.21938775510204
2272	719	67	4.12852112676056	6.06815020862309
2286	982	76	4.40813648293963	6.32586558044807
2301	945	86	4.28248587570621	6.03597883597884
2229	748	81	4.31135038133692	6.13235294117647
2286	748	127	3.79483814523185	5.49064171122995
2298	833	135	4.10879025239339	5.97599039615846
2434	712	134	3.65283483976993	5.35814606741573
2215	793	55	4.70428893905192	6.67717528373266
2268	815	97	4.53747795414462	6.39263803680982
2310	717	112	4.08095238095238	5.94979079497908
2344	804	113	3.97866894197952	5.63557213930348
2329	842	89	4.32889652211249	6.42874109263658
2240	741	81	4.33392857142857	6.05802968960864
2209	828	69	4.13988229968311	6.18840579710145
2295	841	72	4.04880174291939	5.89892984542212
2311	1000	86	4.32453483340545	6.081
2292	874	80	4.2412739965096	6.26315789473684
2238	837	76	4.328418230563	6.15412186379928
2344	962	99	4.1028156996587	5.91476091476091
2267	764	65	4.22981914424349	6.07329842931937
2223	785	83	4.32433648223122	6.18726114649682
2338	889	81	4.15226689478186	6.01574803149606
2324	845	89	4.15490533562823	6.06627218934911
2319	784	129	3.96463993100474	5.83290816326531
2314	686	104	3.93690579083838	5.69533527696793
2314	766	172	3.78089887640449	5.37859007832898
2213	748	78	4.45142340713963	6.3168449197861
2371	868	105	4.30619991564741	6.20161290322581
2244	876	72	4.4469696969697	6.19406392694064
2268	828	75	4.26763668430335	6.22101449275362
2249	805	100	4.39039573143619	6.27577639751553
2262	940	95	4.61007957559682	6.31914893617021
2201	780	84	4.22308041799182	6.23589743589744
2293	782	89	4.83427823811601	6.85549872122762
2337	944	83	4.2520325203252	6.09427966101695
2125	754	59	4.67529411764706	6.4946949602122
2316	851	110	3.86183074265976	5.63454759106933
2268	833	64	4.40961199294533	6.49339735894358
2271	809	47	4.35446939674152	6.38442521631644
2268	808	80	4.30379188712522	6.12128712871287
2219	773	81	4.0797656602073	5.90426908150065
2233	919	73	4.51052395879982	6.55930359085963
2313	854	77	4.10159965412884	6.13466042154567
2249	845	56	4.29657625611383	6.44023668639053
2334	780	42	4.29862896315338	6.24615384615385
2279	837	97	3.81746379991224	5.84348864994026
2276	851	119	3.85017574692443	5.68037602820212
2272	853	103	4.20466549295775	6.14771395076202
2334	895	100	3.92116538131962	5.67039106145251
2290	847	91	4.15633187772926	6.28689492325856
2257	810	68	4.20558263181214	6.31975308641975
2252	782	49	4.48889875666075	6.76982097186701
2262	867	85	4.15649867374005	6.10495963091119
2215	825	79	4.05372460496614	5.94424242424242
2323	770	72	4.24924666379681	6.35974025974026
2292	811	111	3.92321116928447	5.70036991368681
2338	807	70	4.14798973481608	6.26641883519207
2265	920	82	4.27373068432671	6.22608695652174
2337	871	90	3.9058622165169	5.75315729047072
2294	749	109	3.89407149084568	5.92656875834446
2242	769	75	4.13960749330955	6.18985695708713
2227	789	79	4.03053435114504	6.04562737642586
2243	793	70	4.05884975479269	6.11223203026482
2298	774	75	4.24630113141863	6.38759689922481
2388	905	113	4.27554438860972	6.46740331491713
2273	768	92	4.04443466783986	5.90885416666667
2313	924	127	4.05231301340251	6.01298701298701
2242	849	111	4.36663693131133	6.32979976442874
2205	771	70	4.24943310657596	6.36316472114137
2304	927	106	4.22960069444444	6.17907227615965
2294	848	69	4.17044463818657	6.27948113207547
2281	882	93	4.36431389741341	6.25283446712018
2273	945	53	4.43246810382754	6.46349206349206
2253	841	70	4.16999556147359	6.20451843043995
2288	720	90	4.06381118881119	6.15833333333333
2269	876	70	4.21198765976201	6.30251141552511
2204	817	77	4.41016333938294	6.04651162790698
2315	831	74	4.29200863930886	6.45126353790614
2234	798	75	4.47000895255148	6.50375939849624
2269	816	51	4.4186866460996	6.47303921568627
2369	926	57	4.52722667792317	6.68574514038877
2315	993	88	4.4133909287257	6.40785498489426
2288	858	66	4.27491258741259	6.28088578088578
2227	792	83	4.34755276156264	6.34469696969697
2288	893	71	4.26136363636364	6.37849944008959
2247	843	87	4.21584334668447	6.20521945432977
2305	739	70	4.19783080260304	6.09878213802436
2358	844	69	4.36471586089907	6.52488151658768
2185	783	83	4.77070938215103	6.68837803320562
2187	777	65	4.72336534064929	6.7979407979408
2266	1004	97	4.56443071491615	6.50199203187251
2373	979	85	4.61061946902655	6.92543411644535
2261	923	84	4.33701901813357	6.31635969664139
2250	705	53	4.46044444444444	6.72198581560284
2229	677	62	4.22476446837147	6.24963072378139
2240	730	61	4.37366071428571	6.52054794520548
2194	762	71	4.4845031905196	6.498687664042
2250	819	76	4.37155555555556	6.22588522588523
2288	928	80	4.14685314685315	5.95797413793103
2212	577	61	4.16320072332731	6.06585788561525
2196	792	69	4.5396174863388	6.40151515151515
2255	814	72	4.75166297117517	6.71744471744472
2255	853	62	4.42971175166297	6.51230949589683
2246	886	76	4.68833481745325	6.94808126410835
2274	742	72	4.53649956024626	6.5
2259	783	71	4.61044710048694	6.74712643678161
2375	850	95	4.20631578947368	6.22470588235294
2245	781	91	4.3826280623608	6.42509603072983
2198	764	85	4.5919017288444	6.27356020942408
2214	734	94	4.43360433604336	6.23978201634877
2192	835	83	4.55474452554745	6.46467065868263
2219	786	78	4.38440739071654	6.34351145038168
2237	822	63	4.57845328565042	6.62530413625304
2253	765	64	4.65290723479805	6.73986928104575
2232	690	71	4.709229390681	6.6231884057971
2232	686	72	4.72535842293907	6.84402332361516
2196	677	70	4.72085610200364	6.81979320531758
2284	552	78	4.57968476357268	5.93478260869565
2196	681	58	4.41894353369763	6.3582966226138
2214	854	69	4.81797651309846	6.74824355971897
2161	730	59	4.71957427117075	6.46438356164384
2234	667	73	4.52148612354521	6.33133433283358
2192	835	87	4.66605839416058	6.42994011976048
2202	704	68	4.87011807447775	6.76136363636364
2225	663	95	4.78022471910112	6.58220211161388
2210	695	74	4.68823529411765	6.59712230215827
2189	532	28	4.52124257651896	6.21616541353383
2315	578	39	4.43326133909287	6.46885813148789
2200	647	88	4.18863636363636	5.8887171561051
2194	623	80	4.39288969917958	5.91653290529695
2271	687	62	4.16732716864817	6.117903930131
2291	573	67	4.03230030554343	5.77137870855148
2254	616	66	4.47249334516415	6.09090909090909
2206	468	79	4.1350861287398	5.4508547008547
2202	618	97	4.63533151680291	6.17799352750809
2187	764	53	4.49977137631459	6.34031413612565
2235	737	87	4.98120805369128	6.71099050203528
2209	690	50	4.51199637845179	6.47971014492754
2169	775	55	4.30013831258645	6.13548387096774
2233	784	70	4.69323779668607	6.67729591836735
2220	803	90	4.39504504504504	6.32752179327522
2207	765	74	4.42138649750793	6.33333333333333
2215	597	92	4.73860045146727	6.48743718592965
2256	912	94	4.30008865248227	6.04605263157895
2132	720	76	4.69418386491557	6.36944444444444
2251	856	80	4.45713016437139	6.58294392523364
2274	773	84	4.49120492524186	6.31694695989651
2214	688	97	4.76422764227642	6.37790697674419
2213	590	49	4.35878897424311	6.02033898305085
2209	764	90	4.92847442281575	7.00130890052356
2254	696	81	4.85980479148181	6.60919540229885
2189	702	81	4.79259936043856	6.45726495726496
2267	806	62	4.68460520511689	6.52977667493797
2199	675	91	4.70031832651205	6.37185185185185
2299	779	73	4.59286646367986	6.31707317073171
2191	570	71	4.86535828388863	6.57894736842105
2220	665	89	4.48153153153153	6.24511278195489
2231	702	85	4.38233975795607	6.11111111111111
2295	711	59	4.48671023965142	6.27004219409283
2173	675	68	4.6028531983433	6.33925925925926
2279	782	116	4.58051777095217	6.4539641943734
2223	753	49	4.61853351327036	6.72111553784861
2274	617	82	4.2467018469657	5.89303079416532
2128	512	57	4.02772556390977	6.197265625
2309	457	40	3.43871805976613	5.37636761487965
2263	824	88	4.35130357931949	6.46359223300971
2236	685	71	4.11583184257603	5.92554744525547
2290	681	83	4.26026200873362	5.97209985315712
2214	576	52	4.39205058717254	6.20486111111111
2268	701	105	4.11199294532628	5.9586305278174
2236	928	75	4.63416815742397	6.73922413793103
2228	678	81	4.32360861759425	6.05899705014749
2316	630	60	4.41148531951641	6.18571428571429
2172	675	66	4.73526703499079	6.67407407407407
2217	613	57	4.71041948579161	6.28058727569331
2192	610	56	4.61040145985401	6.7672131147541
2248	547	73	4.35809608540925	6.13528336380256
2427	787	58	4.47919241862382	6.715374841169
2331	715	59	4.34148434148434	6.56643356643357
2222	754	71	4.70702070207021	6.62068965517241
2350	888	76	4.48851063829787	6.69481981981982
2192	485	71	4.51140510948905	6.13814432989691
2234	876	60	4.63160250671441	6.64041095890411
2206	801	89	4.56119673617407	6.70911360799001
2222	819	81	4.73582358235824	6.65811965811966
2241	767	70	4.36412315930388	6.08213820078227
2195	722	54	4.56173120728929	6.33656509695291
2267	621	78	4.45875606528452	6.6280193236715
2265	658	71	4.51346578366446	6.50303951367781
2206	680	62	4.74524025385313	6.64411764705882
2242	680	75	4.2885816235504	6.04852941176471
2254	612	47	4.2812777284827	6.06209150326797
2192	575	57	4.28649635036496	6.36
2263	649	67	4.6049491825011	6.442218798151
2232	550	52	4.23207885304659	6.43818181818182
2253	772	77	4.22237017310253	6.38212435233161
2319	786	55	4.66407934454506	6.97328244274809
2276	507	67	4.12434094903339	6.05522682445759
2218	778	80	4.61091073038774	6.52827763496144
2282	873	51	4.67002629272568	6.9106529209622
2240	760	79	4.61651785714286	6.77368421052632
2275	877	60	4.52615384615385	6.56100342075257
2309	696	81	4.29796448679082	6.22126436781609
2322	721	69	4.33936261843239	6.59223300970874
2284	831	68	4.02145359019264	5.95788206979543
2326	726	46	3.98022355975924	5.89807162534435
2240	868	51	4.28973214285714	6.3536866359447
2252	801	69	4.39564831261101	6.42322097378277
2283	824	70	4.34077967586509	6.28155339805825
2270	863	65	4.38325991189427	6.35573580533024
2290	724	105	4.15807860262009	6.08839779005525
2246	807	56	4.54942119323241	6.58612143742255
2309	680	84	4.12862711130359	6.15735294117647
2227	709	85	4.63448585541087	6.50634696755994
2267	607	89	4.56241729157477	6.15485996705107
2275	605	71	4.32483516483516	6.27272727272727
2251	661	79	4.19058196357175	5.93797276853253
2281	490	57	3.95002192021043	5.8
2200	600	76	4.50409090909091	6.565
2234	566	67	4.30170098478066	6.1660777385159
2228	927	58	4.94254937163375	6.86192017259978
2183	673	75	4.68712780577187	6.7369985141159
2209	676	72	4.85287460389316	6.78698224852071
2230	744	68	4.69641255605381	6.88575268817204
2306	917	64	4.28013876843018	6.340239912759
2420	752	119	3.76611570247934	5.95345744680851
2441	826	121	3.87054485866448	5.93462469733656
2442	885	128	3.96396396396396	6.00225988700565
2389	818	176	3.94558392632901	5.91442542787286
2264	664	116	3.82508833922261	5.50150602409639
2345	777	155	3.73219616204691	5.50579150579151
2442	714	130	3.54668304668305	5.55602240896359
2451	829	167	3.7437780497756	5.854041013269
2461	795	142	3.81714750101585	5.90314465408805
2481	649	177	3.55663039097138	5.4191063174114
2302	847	91	3.83840139009557	5.60802833530106
2396	762	125	3.87479131886477	5.92650918635171
2251	663	91	3.99555752998667	5.76923076923077
2237	740	125	3.86991506481895	5.92837837837838
2328	819	130	3.86512027491409	5.98290598290598
2507	727	206	3.54487435181492	5.292984869326
2560	758	233	3.42890625	5.38390501319261
2394	694	107	3.64703425229741	5.49135446685879
2304	688	91	3.88671875	6.02906976744186
2282	750	75	3.92287467134093	5.77066666666667
2331	823	99	3.85242385242385	5.76306196840826
2273	786	81	3.98108227012758	5.78371501272265
2462	915	199	3.95653939886271	5.76065573770492
2490	738	168	3.45301204819277	5.24932249322493
2364	862	90	3.91962774957699	5.89327146171694
2341	724	153	3.75950448526271	5.5
2610	819	185	3.59731800766284	5.58974358974359
2224	575	86	3.79901079136691	5.41739130434783
2423	775	168	3.6562113082955	5.53161290322581
2320	683	124	3.92844827586207	5.91361639824304
2383	879	129	3.97733948804029	5.85437997724687
2385	863	130	3.80922431865828	5.70567786790266
2479	783	173	3.76280758370311	5.77011494252874
2430	718	162	3.6843621399177	5.53760445682451
2502	713	162	3.36970423661071	5.39831697054698
2318	713	137	3.76056945642796	5.6507713884993
2279	785	91	3.9223343571742	5.78471337579618
2486	836	177	3.64802896218825	5.72129186602871
2670	699	252	3.44119850187266	5.38912732474964
2281	725	155	3.72950460324419	5.52689655172414
2353	784	175	3.91925201869953	5.92219387755102
2490	788	141	3.59839357429719	5.38705583756345
2233	720	96	3.72503358710255	5.78611111111111
2431	768	178	3.8552036199095	5.94401041666667
2463	795	154	3.71213966707268	5.64276729559748
2376	794	136	3.89604377104377	5.71158690176322
2395	735	153	3.67348643006263	5.52517006802721
2331	775	109	3.95924495924496	5.68645161290323
2492	789	178	3.64847512038523	5.54372623574144
2532	660	237	3.47511848341232	5.39545454545455
2363	813	113	3.75285653829877	5.72816728167282
2282	776	67	4.28220858895706	6.41365979381443
2293	872	138	4.15307457479285	6.11811926605505
2331	877	85	4.09352209352209	6.06271379703535
2323	845	86	3.99741713301765	6.04733727810651
2586	834	227	3.72892498066512	5.81534772182254
2510	944	178	3.89043824701195	5.80190677966102
2380	745	167	3.77394957983193	5.34362416107383
2229	830	111	4.22566173171826	6.00963855421687
2469	813	139	3.69663831510733	5.82164821648217
2309	745	103	3.75617150281507	5.46845637583893
2561	827	206	3.64193674345959	5.68802902055623
2576	763	208	3.65062111801242	5.73656618610747
2527	722	179	3.4420261179264	5.38365650969529
2598	823	223	3.46150885296382	5.39854191980559
2430	714	176	3.57201646090535	5.45098039215686
2337	830	174	3.8806161745828	5.71927710843373
2404	774	136	3.6842762063228	5.63307493540052
2412	820	121	3.60655058043118	5.62560975609756
2437	729	136	3.66228970045137	5.50068587105624
2399	677	120	3.52730304293456	5.34268833087149
2512	782	165	3.61226114649682	5.52429667519182
2431	765	137	3.56108597285068	5.5437908496732
2509	727	169	3.49422080510163	5.35213204951857
2383	685	158	3.70037767519933	5.46423357664234
2482	736	196	3.57413376309428	5.2554347826087
2545	713	202	3.70923379174853	5.48948106591865
2376	818	156	3.91877104377104	5.57701711491443
2429	753	195	3.60930424042816	5.42496679946879
2426	765	190	3.58161582852432	5.51241830065359
2504	728	164	3.70846645367412	5.64423076923077
2687	705	216	3.22999627837737	5.02695035460993
2423	741	142	3.68633924886504	5.46828609986505
2401	921	133	3.85089546022491	5.83387622149837
2301	924	98	4.19339417644502	5.90151515151515
2465	786	143	3.69006085192698	5.57760814249364
2385	817	167	3.73123689727463	5.46756425948592
2370	815	182	3.7620253164557	5.58650306748466
2389	657	131	3.58392632900795	5.31202435312024
2553	782	170	3.5996866431649	5.73145780051151
2369	681	168	3.6492190797805	5.3935389133627
2482	738	146	3.63255439161966	5.58943089430894
2461	778	163	3.78301503453881	5.69537275064267
2317	632	132	3.67630556754424	5.32436708860759
2423	804	170	3.80561287659926	5.7910447761194
2452	736	167	3.61011419249592	5.51630434782609
2493	723	194	3.46249498596069	5.3402489626556
2258	789	87	3.86581045172719	5.46768060836502
2401	654	137	3.62932111620158	5.5565749235474
2528	723	206	3.54905063291139	5.58229598893499
2430	813	145	3.73703703703704	5.70233702337023
2384	692	140	3.63926174496644	5.66763005780347
2426	702	155	3.58985985160758	5.47150997150997
2539	719	154	3.53328081922017	5.64534075104312
2333	658	100	3.6215173596228	5.18844984802432
2352	813	116	3.92942176870748	6.20418204182042
2451	681	174	3.60587515299878	5.33186490455213
2469	671	146	3.50668286755772	5.3204172876304
2389	816	105	3.772289660946	5.79044117647059
2417	729	127	3.61688043028548	5.59122085048011
2533	735	188	3.44058428740624	5.37278911564626
2599	676	184	3.44440169295883	5.34319526627219
2564	656	249	3.42316692667707	5.10518292682927
2436	905	146	3.95525451559934	6.03204419889503
2420	734	144	3.77727272727273	5.53678474114441
2407	780	175	3.75945159950145	5.65769230769231
2324	795	109	4.13726333907057	6.07169811320755
2338	889	125	4.1180496150556	5.93025871766029
2393	863	90	4.03134141245299	5.95596755504056
2295	866	117	3.93115468409586	5.98960739030023
2283	929	67	4.1664476565922	6.2443487621098
2300	851	107	3.95130434782609	5.73678025851939
2370	886	110	3.96413502109705	5.90067720090293
2270	857	95	4.09383259911894	5.95799299883314
2311	833	127	3.91432280398096	5.95558223289316
