corpus	id	cat	svd1	svd2	svd3	svd4	svd5
brown	C01	C	-2.54145072943206	0.395770745712256	-4.81277814673993	-1.59199453746613	0.967826546480884
brown	C02	C	-3.85431452840080	1.10607850706464	-1.17200481293423	0.722954317360975	1.06607151500620
brown	C03	C	-2.51815533643319	1.87091656256714	-3.35113092589375	-1.98891645435435	3.80393430544493
brown	C04	C	-2.59661161194145	0.435730061650783	-6.30959852828381	0.13508331502355	3.86107400012693
brown	C05	C	-1.59816697034197	-3.05433112396745	-4.524342550035	0.423508591136603	2.65099299028552
brown	C06	C	-3.39833347979823	0.0136242130344107	-3.43778630587637	-2.80248914187875	3.98461344769006
brown	C07	C	-2.83246825052396	2.3554150491151	-2.35285628670585	1.28465571938422	4.22553123665892
brown	C08	C	1.22258961922360	1.58241995636001	-3.19330732778924	-2.05724651588396	2.88502031326403
brown	C09	C	-3.23732842323969	2.40194490745235	-4.89880457772957	1.36109640050197	1.81214992496733
brown	C10	C	0.545526123181934	0.712797544248499	-6.3421348517316	-0.00366548399925638	3.55371451074153
brown	C11	C	-0.805623260581727	1.78047985882535	-5.14790332500526	-0.908731814235976	3.45782280413922
brown	C12	C	-5.50562391649489	3.24172402399243	-2.22497580653411	0.84222835232399	1.53825020260257
brown	C13	C	-4.51400900433376	0.224086793590066	-2.28713965141634	-0.200434527661194	0.862365005383725
brown	C14	C	-3.29255362978781	0.461329298140888	-4.26503084291295	-0.819622707076898	2.8842689143274
brown	C15	C	-6.99383160608537	3.40553641944605	-5.10742226103017	1.87701655890072	2.03610142835611
brown	C16	C	-2.69187445978452	-1.62091856676998	-4.85311774898989	-1.18281971751491	1.68518098999161
brown	C17	C	-6.27726306335766	-0.205882844024757	-2.48652648285453	3.10478935904675	3.62676341868282
brown	D01	D	-3.64278560814025	-4.89720431874248	0.0436154151216003	-2.20486912122746	2.69110805758672
brown	D02	D	-3.89951855922792	-5.46414969734465	-2.76130408109477	0.53994343469968	1.84939281959677
brown	D03	D	-4.64819412667386	1.39566023510353	-3.09347052693042	-0.375280522912589	0.229198932305994
brown	D04	D	-1.60674683932807	-1.22171042673349	-0.0474929026422632	-0.875966154139786	4.41032828601251
brown	D05	D	3.12484562550737	-2.32268198251330	-0.544502341861855	-2.61195108018713	0.547460654674171
brown	D06	D	1.58341256408186	-3.70523740830099	-3.20930737607162	-0.475613482914247	1.50461999549836
brown	D07	D	2.33253864680191	-6.80021802967116	-2.81941021674073	0.374820287874181	-0.745428265422027
brown	D08	D	-4.22693961335492	4.97354708064412	0.699382399585032	-0.470083312770012	1.57711179254213
brown	D09	D	-4.62654487663972	-3.48721676484427	0.62394968649184	0.158912168044819	-3.10894405507187
brown	D10	D	-4.65082037216937	-4.86253672346176	-0.67084510449023	-3.58433476225864	-2.16089658637986
brown	D11	D	-2.92477856156339	-6.01830803114878	-0.235598454637976	-0.367321298643066	0.810860592347724
brown	D12	D	-5.69558443862232	-1.30449986680425	-0.0168376346931228	1.18897208286157	3.77182044203852
brown	D13	D	-1.42213379261375	-5.24242165489945	1.53385542115204	-0.119374851646335	-0.185217350503176
brown	D14	D	-2.12012496797414	4.93671380039959	1.76664993633659	-2.36041253207874	1.02311981481948
brown	D15	D	-1.96951131238283	0.932960808147069	3.07772447668051	1.94672224976185	2.16838027555705
brown	D16	D	-1.30282526413858	-1.44233601793332	-5.39212922031356	1.71455361516006	-0.29183412356145
brown	D17	D	2.8015748339659	-1.60102330905575	-0.31096679888472	-1.77587701153307	1.76302632076519
brown	E01	E	-1.84227458030847	-4.06703399310638	-2.3508297279638	4.10699186023536	2.97247740283149
brown	E02	E	-0.0720221062398013	-6.30776457203086	0.51468693279755	-1.16214679996192	0.51464210449276
brown	E03	E	-4.94328766186637	-5.11701037092439	0.571053582304650	0.413527997898376	-2.58138517545557
brown	E04	E	-5.89874371530226	-2.15232062746473	-1.85413824818378	0.894750305250288	4.09082146871924
brown	E05	E	-2.24054875510446	1.37364198131549	-2.53223150162557	-0.42865062675168	-3.75266827228759
brown	E06	E	-4.52253179415565	-3.04843295621464	1.18823493536826	-2.35676087430001	-3.24399459172900
brown	E07	E	-3.25827276331653	-1.92480767308342	1.01640901153032	6.20365575701433	-3.23648003685176
brown	E08	E	-6.66446240685714	-3.44094388004911	2.80951410008412	1.69528595729605	-2.96025857288921
brown	E09	E	-5.4258672077056	5.02862646475033	-5.90253289558053	5.24932646201919	3.20443310430052
brown	E10	E	-7.30633800597506	0.668662138746549	-0.31544259415687	4.12133607952916	2.20839660391234
brown	E11	E	-1.00354322252176	6.22253004626355	2.69877741342198	-0.370732491948496	2.52021105945624
brown	E12	E	-4.74559440134584	0.509187336059054	-4.74760928145537	-2.16285302572132	-1.49568692441180
brown	E13	E	-1.68691901050717	5.423239715788	-0.040606666764206	-2.61668518350804	0.516072248255035
brown	E14	E	-4.02314820447136	-2.25197587869889	1.46602722906754	3.68786085543982	0.109512424703891
brown	E15	E	-3.57613595170789	-0.500554499906173	3.76047108095533	4.51166945816311	-1.25890298337021
brown	E16	E	-5.64182858293756	-1.74039490133994	2.24631306290676	4.37330225111783	-1.43199580079061
brown	E17	E	-5.25938357368908	-5.0976090334336	2.95882362630379	0.971978812586515	-1.74779656318658
brown	E18	E	-3.14025019330745	6.01156532602834	-0.0850689715717203	-0.374961353527173	1.14010440472277
brown	E19	E	-1.70362624997077	-6.84268499123138	1.69681796321985	0.506647803071773	-1.19532007338538
brown	E20	E	-2.39553870558062	-6.50757541769212	1.07398506680717	0.0218002950182933	-2.33867184791403
brown	E21	E	-5.85185964961806	-5.17768265371948	1.42778356378197	-1.80408466700770	-1.15546693539232
brown	E22	E	-0.88877059140175	3.20477948794965	0.00651643618401729	-1.99512881361825	3.92255425376632
brown	E23	E	-2.28423866801573	-2.84656663815362	-1.27235239784235	-1.65536921935041	3.80861452628716
brown	E24	E	-4.89868670676479	-5.73300643261795	0.374202866214119	-0.503503044256768	-1.71512155469853
brown	E25	E	-7.19590301920734	-2.16518667019926	1.18775753443350	0.579091394705476	-0.593050337133929
brown	E26	E	-1.07208694526586	4.49927679332079	4.16134927739804	0.734485671768385	2.08602615583393
brown	E27	E	-7.23297197052545	0.479467921180975	2.33841819607641	4.95196195525663	-1.55563742014944
brown	E28	E	-4.14357422649556	-5.42932146470962	1.94525887320541	0.261552400978241	-2.14088571064972
brown	E29	E	-4.66649316463619	-4.53002501510311	0.374193537349773	-1.24388223118952	-0.759044098248611
brown	E30	E	-1.30153397332808	-7.14370140215028	0.196040165715888	-0.956624364340196	-3.18465226037338
brown	E31	E	-5.85869167626709	-1.40244832831435	-0.0380966291193955	1.98705709544500	-0.60349064208088
brown	E32	E	-5.76209575813225	-3.2639954226738	-0.714833507777699	1.50721066241693	2.78679785563646
brown	E33	E	-4.41739238041721	-3.39659373802535	0.0908919308803761	1.35006253931073	-2.83408023474311
brown	E34	E	-8.15440581414029	-0.582661327083938	2.17927861659312	1.74192550412624	1.77158356444035
brown	E35	E	-3.39905570258226	-2.06060172416792	-0.0180468410597084	2.70360094793527	-1.06441169376618
brown	E36	E	-3.56527963541172	-4.6604855985184	0.120883599475698	-2.14031358096423	-2.28160507560226
brown	F01	F	-3.13895158424361	-2.78864885486974	-1.06845809951021	1.92726247238480	4.17676102456881
brown	F02	F	3.17377091572837	4.94346265113572	2.95581733992195	-1.19721924004269	-2.98451025342527
brown	F03	F	-3.92633392693568	-2.66438004579161	0.868718087050743	-1.63501651163882	2.57784489868471
brown	F04	F	-3.21925399758244	-2.63521618049167	0.280055813698495	0.557098030952062	0.374135795664658
brown	F05	F	0.706742096355819	6.14572736121921	1.68279944105063	-0.917382041415569	-1.94592050471821
brown	F06	F	1.07518947158090	-8.59929503138085	-1.53423503572109	0.267514477114002	-0.29669238461139
brown	F07	F	-4.80423161462887	-5.78723602202107	1.33292416270423	-1.23722617279401	-0.52412664557146
brown	F08	F	-0.0500124955015749	-3.95368320475982	-2.69877520596992	0.0233412707270080	2.95951211403446
brown	F09	F	6.77310602784897	3.94772639147492	-0.844017976091326	0.246188313488086	-1.00544755334512
brown	F10	F	2.03194395765021	2.37440041449232	-1.77910070534334	3.32618037421969	-0.174794860298307
brown	F11	F	-3.87815754724596	-3.75198072958911	-0.736657445687536	-0.337206386730563	-2.06391284179303
brown	F12	F	-1.66951706617604	-5.74926222625445	-1.27651512948963	1.71492117316787	0.717618795088941
brown	F13	F	-3.34835488675183	-6.44323512706391	2.20688860885099	0.186872332280286	-3.47146715578955
brown	F14	F	-0.9521669416841	2.10177904239316	2.5296305598018	-3.57047509170469	-0.26976938942319
brown	F15	F	-6.18116087370096	-0.468454181283685	0.52254910769124	-1.60876638891324	0.550666135474711
brown	F16	F	2.67822067437381	6.87065305194547	1.35337561347940	1.09816641607695	-0.281823743528806
brown	F17	F	-1.72704677314924	8.89634023021449	-0.378432161577863	-1.65069865466926	-2.63171381357982
brown	F18	F	3.05140683469913	0.0549838196141988	-0.485693898809481	0.512986400536592	0.89283817610935
brown	F19	F	-4.93163147827979	-3.22811524101141	-0.897180315142529	-1.80822756656856	2.63072204340468
brown	F20	F	1.36968268776950	7.02071063621674	2.36690563837622	-1.51982262446319	1.32665976952153
brown	F21	F	-5.74217090999402	0.363701609635359	1.56676312859905	1.02370837795573	-0.851031087595874
brown	F22	F	2.91337460088427	6.03278774306074	0.940266810282957	-2.62424441252448	-0.56846101655368
brown	F23	F	-3.07450831252762	-5.24459077583683	-1.97760992230762	-3.38898638718583	-0.231800612780335
brown	F24	F	3.57613666037664	4.66937518351941	0.336813906524874	0.278771165241332	-0.95709755217023
brown	F25	F	-2.01507782190353	-3.69245153659512	-1.94021481185385	-0.61695437401016	1.27181887525823
brown	F26	F	-0.901627254971764	1.91749399269325	6.94137128378536	1.05046973149030	-1.57040917533339
brown	F27	F	-5.8204268463193	-4.56375110594085	1.45864394578059	-0.495919468319341	2.27111770871751
brown	F28	F	2.68374220673058	3.95742815683783	0.660649774263292	-1.10553500198804	-3.66818061922269
brown	F29	F	-2.05336790982879	4.55586996599787	-4.81122275792709	-0.768749378252704	-0.33684021575251
brown	F30	F	-3.50275419569506	2.32037978818922	-2.50962558362293	-2.01074121999739	1.30030231676954
brown	F31	F	6.12774517793125	2.06723731796944	1.93679454896804	-2.79876070929409	-1.42167914514448
brown	F32	F	3.72626729705765	6.3624040751181	-0.98163186796445	-0.640187386497334	1.06906223168133
brown	F33	F	-5.52950872329169	-5.55346704904789	0.473029373252341	-1.34349921744836	-1.37738771221716
brown	F34	F	-7.5634552714806	-0.0978771314787074	1.32406278098847	1.76387272140172	1.59792015815353
brown	F35	F	2.94545937407584	3.48918261325591	2.03896524355610	2.52467786278527	1.06779047158158
brown	F36	F	7.66797864385203	0.88104666796145	3.23797242874567	0.48504855193386	1.09525205243233
brown	F37	F	-2.96282296371973	-4.72401778165102	-0.731242302270555	-2.92031639352196	1.60728043886219
brown	F38	F	0.208214742641323	5.15747406752861	1.89737221800599	-1.64340698434521	0.384730166678943
brown	F39	F	-4.25021831175767	-0.907316916239754	1.55186279905588	-1.48664359436546	3.90605286504339
brown	F40	F	-1.63093339738019	4.72910365382128	2.66794974137373	0.0384858360897393	-0.660554398608292
brown	F41	F	-5.50727430114076	3.11800796466266	-3.59068187825404	2.82938128797208	-0.444005292075364
brown	F42	F	-1.07447024252847	-5.15494443326198	-3.02906493569028	-2.59671349901733	3.62601974978005
brown	F43	F	-5.23646949867758	-0.8158960455921	2.01199910386211	-1.00997018336160	3.66641739272163
brown	F44	F	-7.52792936794492	-3.82164654367344	1.91666806916078	1.76613911461005	-0.0307893617084356
brown	F45	F	-0.43610712680814	4.88991668774202	2.26859375578004	-3.52991079343601	-3.15534761050308
brown	F46	F	1.37814123255456	3.60990100653295	-2.46790711847291	-2.26082050823828	-1.10978358550741
brown	F47	F	1.08083963502250	-1.95410368469638	-0.0565092913054288	-2.73074470776686	-1.58946770127316
brown	F48	F	-5.56315236832217	-4.3387833607308	0.809063013817802	-1.88645644871551	0.394416072149413
brown	G01	G	-3.76968736896929	-4.81187664941605	-1.45175317745418	-4.95760484554153	-0.073960164623673
brown	G02	G	-6.02970153345702	-1.23878898636609	0.782866311959954	0.0172065259047333	2.10193166829176
brown	G03	G	-2.54645142498026	-3.00749173919832	-2.91287899162458	1.31585904585490	-1.86601285227698
brown	G04	G	3.39617397408742	-2.25089267495920	3.23115735103869	-0.997084756699127	2.38728613998297
brown	G05	G	-4.2421447012483	-2.71092166732104	1.19876408315819	-1.85681996791117	4.10166703868145
brown	G06	G	4.79144325001397	3.61288949061245	-3.07975582743722	-1.00128956162588	0.745427310547993
brown	G07	G	2.1465753874806	6.32580600208766	-1.83426178313604	-1.85683707649091	1.95415765899264
brown	G08	G	-4.28616853262069	-0.372224054439725	-4.18711439790102	-1.85492732234522	3.30629856677968
brown	G09	G	-3.66935867860629	-4.4084134300444	0.502423647500395	-0.96061102492863	-0.515339628456879
brown	G10	G	0.624172461854003	1.91517711795051	0.698496416533288	-2.76524070992956	-0.146615588545445
brown	G11	G	-2.93438725860203	-6.20869158830837	0.125977770446379	-3.85721763755747	1.95367983771135
brown	G12	G	3.59966607973378	-6.5026934095505	-2.35559255632267	0.212189778362832	0.0869853724854344
brown	G13	G	-2.70145356317323	-3.90677530132259	-1.5038410056866	-0.157380638509774	4.12118924605985
brown	G14	G	-0.212651041538818	1.55608398175385	5.70562894246401	-2.27946653714829	3.77511323253230
brown	G15	G	-2.45517164631043	-2.05903135261300	-2.27095592060041	1.78884479815246	7.00395394109348
brown	G16	G	-7.43142892494096	-3.13121692580633	0.88703776497075	0.157357137036154	2.49949710084894
brown	G17	G	0.35398890278621	0.355816372223119	-4.62739972394824	2.08027658507575	0.990613766145146
brown	G18	G	-1.41167913672935	-0.256949648700484	-1.70881588648902	-1.38249983458243	4.58257826754428
brown	G19	G	-3.47327819455592	-1.83286531392459	-2.89197073080406	-1.49641281462812	3.5226201660327
brown	G20	G	-8.33132951302709	-2.98050172948979	1.41465585982496	2.08471969284806	-0.913131571655625
brown	G21	G	-0.301056833324717	0.775698097389333	-1.05645720556298	-3.88825456385994	0.780755883675156
brown	G22	G	-2.08513974989720	-5.28386016742176	-0.523335562654613	-1.40234926379219	0.680510074294499
brown	G23	G	-1.97746991704430	-3.725629487901	-1.13157608063894	-2.87562804590628	0.473334252887018
brown	G24	G	-1.78115982034432	-3.01858965756574	1.30326107940319	-3.51111540095687	0.565622121972881
brown	G25	G	-4.62233847462264	-4.15290801393407	-0.744304081017147	0.0502530297277728	2.65771236416315
brown	G26	G	-3.32537344864751	-3.49402565588965	-0.998402688886474	-2.19311530225396	2.36751853741917
brown	G27	G	3.312048462076	4.9658067336333	0.243336866597031	-1.10485948379858	3.03177043742822
brown	G28	G	-2.40957637178408	0.424155914298249	-3.16612794786435	-5.30070014542992	3.14672833606640
brown	G29	G	-3.34528290945841	-6.40919656396993	-2.19653723193688	-2.37526532797058	-0.312279705551985
brown	G30	G	-4.38620085051772	-1.76255390445933	-0.0721441627253792	0.921373604877634	2.96481326761115
brown	G31	G	3.60971681371529	4.81062584692511	-2.22182745716857	-4.08514448854448	3.27377770454032
brown	G32	G	5.17419268442866	2.08889607400745	-0.784688996299057	-1.71750369427303	-1.44806560569849
brown	G33	G	2.56647883076992	-4.44945742500339	1.24862961626662	-2.72581048454431	2.61520841970628
brown	G34	G	3.79662610636673	4.17593983567518	-4.53897688800195	1.50670233064509	1.45899803934331
brown	G35	G	-3.89668735893574	-5.07556719781579	1.02617900953842	-2.78590010697902	-1.48334997245129
brown	G36	G	7.46236402883662	3.64557055608400	-3.00902809138256	0.973430114624185	-1.15193236316787
brown	G37	G	4.52722139015017	2.00079901073670	0.999778251941039	-2.43123733690097	-0.117929814951020
brown	G38	G	-1.18009033292395	1.8199702487347	-4.96642233712491	-2.23823754326969	1.71953717067001
brown	G39	G	4.78406254687499	4.49358140565486	-3.56598788770508	0.410436302736299	0.72842253095851
brown	G40	G	5.97261550748939	3.63056082365222	-0.530259670101494	-0.000258183733798028	0.358548996263929
brown	G41	G	5.72528310096418	2.86378394819154	0.358033030938721	-2.92107319940941	-3.34507401659732
brown	G42	G	-5.76328656553624	-4.25399847079436	0.97499800740843	-2.88562000641822	-0.642556293263672
brown	G43	G	-3.87180762474555	-4.48043298611206	-1.22175132463269	-0.502968814355354	2.15011762405826
brown	G44	G	-3.99302751530034	-4.79991489722109	-1.51997008401837	-1.86053455850119	0.865295257067433
brown	G45	G	5.49145069382261	2.28401818646617	-2.80674690474712	-1.03407817340310	-3.14925031341593
brown	G46	G	-4.24002262475074	1.82052629063980	-1.70225611548944	-2.96020671406103	2.84362716724552
brown	G47	G	8.3550558321186	-0.760765681203035	-1.68965351222465	1.59161248377687	-1.88526003102928
brown	G48	G	0.905364894695444	5.13677334736678	3.05887864167741	-1.24644600599530	-1.76486487009923
brown	G49	G	4.68766080562903	-1.46997882358134	-0.999050391684332	-1.53390461593167	1.58968820731513
brown	G50	G	0.756949756326087	6.51374947383988	0.294893132486294	-2.58819415055474	1.8562957695137
brown	G51	G	1.05509310091891	-0.526638638414347	2.75862702984692	-2.08255434893014	1.17658028428503
brown	G52	G	3.64195632061056	3.33043405750364	1.32748370007624	-3.78250446325583	-1.10300788415012
brown	G53	G	3.90090296800252	4.94386407846156	0.247376487572747	-1.99503135932155	0.256671043160296
brown	G54	G	7.83076339356324	3.03940000701860	0.525561719098105	-0.892997965979715	-1.31531284571343
brown	G55	G	-1.42463186158430	-2.81400457002182	0.0244168665574079	-1.42149347741297	1.88725756503772
brown	G56	G	-2.33979094558126	-3.78359044226999	-1.96000058735991	-1.94943148226395	1.56666138974355
brown	G57	G	-3.6102885542066	-3.25778895983430	-1.11985527556226	-1.22404765572190	3.40982371851445
brown	G58	G	3.22619361288121	4.64199707272379	0.0808264512454563	-3.7684819207773	-1.39783152091949
brown	G59	G	0.682212868484577	3.38915412651787	1.26602696683649	-6.08860250007404	1.90557434374762
brown	G60	G	7.33006222210918	2.16505422514284	1.73138583242903	-3.29134161035473	-1.01710968988844
brown	G61	G	-3.83152513298217	2.57521727742334	-1.95565203275894	-2.21111085393569	1.19858645842376
brown	G62	G	-1.23235140407717	7.64602931623813	0.217207564116962	-0.230998777516348	-0.862284968433015
brown	G63	G	-4.96881740622694	1.14883433782623	-0.763716367958659	-1.13267469258173	1.4890601206556
brown	G64	G	1.39104488975550	5.67621352392069	-2.04944845303813	2.88379986217765	-1.38882789266940
brown	G65	G	-1.48806548600239	-0.186789437402091	3.62117489216514	-4.34507952148449	-0.505043972557431
brown	G66	G	5.37199901202312	4.48579600516063	0.137603795256824	-3.66101492394803	0.848854689339664
brown	G67	G	7.45545649174584	2.71357611175873	-0.125940832132874	-2.65181777732379	-0.467415544256536
brown	G68	G	-1.28267390252914	4.21787653917890	0.231126830938104	-1.30550439379736	1.91250618512947
brown	G69	G	-5.95075993827329	0.273115351021119	-4.45411084730904	1.98409523278419	4.16168990321633
brown	G70	G	0.274313474324939	-7.84439202888935	-1.91787669423330	-2.0118930307007	1.02682167188686
brown	G71	G	-3.47493061082055	-0.126153497244262	-3.80027211440275	0.369820651561265	3.46880260639594
brown	G72	G	-3.852812425669	-0.110943890683695	-1.99029711001929	-1.25781236726303	-1.94129513028898
brown	G73	G	-3.00280859589648	-0.853349371111567	-3.06419469998359	1.43553979064985	3.41637554621294
brown	G74	G	0.249250327310378	-0.148761595822392	-5.19619317725831	-0.342469715378081	3.62254188804984
brown	G75	G	4.49590059058923	0.985568197735889	2.73508483346468	-1.68456203153465	1.36259382498232
brown	H01	H	-6.82934626850744	2.03345984480944	-2.36854856669901	1.35891307733432	0.905301707926014
brown	H02	H	-5.48125108125377	-5.06015570731604	2.48635652134904	-2.0062918223464	-2.91461852294373
brown	H03	H	-2.38773371832542	-1.23266975602931	-4.13966920600209	-5.28056314462781	0.756767986993119
brown	H04	H	-8.160600717506	-0.101574371197693	2.92930580684477	3.12843671322071	-0.456094034795230
brown	H05	H	-7.02997769303217	-0.868394621517275	3.2586174877225	0.478660865313031	-1.45001436298936
brown	H06	H	-5.89217376073128	6.48443579137096	-0.654665446625737	0.514811837416664	0.0119027871853005
brown	H07	H	-7.1382032324925	-0.083811318533522	-1.47787904612050	1.88510474770558	0.166562282153751
brown	H08	H	-3.06190072575039	3.78744234704981	-3.49027539808792	-2.23963079385891	-1.41732137784500
