corpus	id	cat	svd1	svd2	svd3	svd4	svd5	svd6	svd7	svd8
brown	C08	C	-0.811526199809365	0.326952156540992	-0.0083098747301828	-0.00244372381063757	0.106994321936957	-0.0322061266584755	0.0422541212000836	0.146027756620317
brown	C09	C	-0.812117994921063	0.325941832226615	0.00041097861913663	0.00666437978492276	0.0881822381515291	-0.0354254846632427	0.0356708583258801	0.144313988516398
brown	C10	C	-0.811566297855884	0.334925223372986	-0.0175756855707003	0.0120779701906544	0.0999946496062926	-0.0179709897271842	0.0501871870156445	0.146995155559624
brown	C11	C	-0.813730641525994	0.329660938764349	-0.00339301678523732	0.0235380774447584	0.0889008300058275	-0.0184228096335390	0.0394013445495043	0.145060163565738
brown	C12	C	-0.813143995558314	0.335300375904107	-0.0143248527584733	0.0150179681282703	0.0614785658074079	-0.0310326604380889	0.0409950738489886	0.149215463519586
brown	C13	C	-0.810090749292019	0.328223049208184	-0.0361737532189262	0.0136661686159308	0.0846341621840164	-0.00983247848567704	0.0422068732863230	0.141723582732503
brown	C14	C	-0.809753017332588	0.313737003012208	-0.0232494060124483	0.0131348024917324	0.0901520759754778	-0.0326158336917128	0.0493540466641903	0.14378034691249
brown	C15	C	-0.812950979339777	0.319297875444572	-0.0158670881903542	-0.0513758416873352	0.0633890892872513	-0.000142372298018964	0.0593109127298682	0.138257627443653
brown	C16	C	-0.812954267510091	0.341655063519215	-0.0174911308518038	0.0300717619868081	0.0781473843693487	0.00713302583864175	0.0433725561488808	0.150902767368712
brown	C17	C	-0.812803772353712	0.296781600767076	-0.0709616364493333	0.00625826385527423	0.076763030051891	0.0118121040539097	0.0254587468419009	0.129856416357671
brown	D01	D	-0.804945779010936	0.363962337135893	-0.0424588767637166	0.0399478081575685	0.100622718828083	-0.00218423843756991	0.0582737888104493	0.158631704554582
brown	D02	D	-0.799474511826095	0.378273365328191	-0.0466491548250991	0.0508193799782878	0.088126152217553	-0.00431262350521802	0.0593292873402533	0.166854617389115
brown	D03	D	-0.81020144770421	0.341833601554933	0.00463737232685225	0.0313070942159989	0.0689242858911114	0.00369445877929676	0.0629704350025631	0.142946290853183
brown	D04	D	-0.8012524501068	0.354622113005604	-0.0333111953575707	0.0453809340085342	0.105061569832041	0.00671784389696285	0.058902224038395	0.155095510144324
brown	D05	D	-0.81452744461966	0.298840403736329	-0.00721535682172947	0.0397944448751515	0.0898751493037412	0.0136899874972032	0.040888698388022	0.136293702224378
brown	D06	D	-0.810159922590772	0.329890185105276	-0.0164503812324571	0.0417878787576067	0.105450672119610	0.00907711026518795	0.0534430652183817	0.143802013083654
brown	D07	D	-0.809168634749549	0.344583607252282	-0.0243484347428893	0.0176755666077188	0.118462910109978	0.0228026454020445	0.0431190652477574	0.151782755738334
brown	D08	D	-0.812215587961593	0.343143042748311	-0.0469161866727910	0.0276729465594668	0.0695413761193555	-0.00616642750111715	0.0611103170736387	0.138779302758082
brown	D09	D	-0.815581220768842	0.359105996832020	-0.0102310165566213	0.0425903895693491	0.0553588925237921	0.00252203928579201	0.0409676641048975	0.147746632591628
brown	D10	D	-0.811277419828768	0.358697416871218	-0.0314255994309429	0.0525719128361918	0.0653023876135733	0.0137876148507987	0.0561829541891077	0.148165363830704
brown	D11	D	-0.809692936476855	0.359986080372111	-0.054322782228348	0.0530560593275216	0.0872521291346925	0.0245935181712512	0.0361342697482219	0.154743126891534
brown	D12	D	-0.80996374476198	0.356337513324996	-0.0388480828720979	0.0634492016120188	0.0462242161607501	0.00509824716071543	0.0449648297363534	0.151422855091960
brown	D13	D	-0.802722558154414	0.353858060282124	-0.0750053467042264	-0.0186017664043460	0.0890181583112678	0.000861597845752335	0.0419658855003294	0.148796458904068
brown	D14	D	-0.81317677321122	0.340870577616059	-0.0093298634932366	0.0459920521515835	0.0630811721403172	0.0110692832882709	0.0637674852458529	0.144018363287073
brown	D15	D	-0.814824798942482	0.320774970857858	-0.0390651480998777	0.0504967875521586	0.0834416919837573	0.00507098760623814	0.0630943612773888	0.129325886038398
brown	D16	D	-0.800209346013673	0.344590907034672	-0.00536085471295028	0.0343370048290888	0.119870563597701	0.0127929408447605	0.0599820852731091	0.154056729890297
brown	D17	D	-0.812846146409254	0.336666970103126	-0.00761480094619935	0.0187016471615891	0.0916140407757987	0.00636826158789521	0.0382525758126613	0.151831101063906
brown	E01	E	-0.81105823476814	0.344290661453344	-0.0493083866944062	-0.00411532862633399	0.0922675377740328	-0.00754253920486177	0.0258763663731572	0.151302408145036
brown	E02	E	-0.803010222540094	0.311069237360484	-0.0787651972193567	-0.0176645719235305	0.0868299240285371	-0.00085835371435978	0.0435749864549717	0.154768741397451
brown	E03	E	-0.81034966463952	0.362355572975356	-0.0729712505468109	-0.00521451547576214	0.0660976053554638	0.0317091884465419	0.00854708115452543	0.153481510486158
brown	E04	E	-0.811814836157298	0.325631417663516	-0.0488343164841077	0.0293522911979944	0.0826461932434843	-0.0425947705297964	0.0369800293192822	0.142672357672773
brown	E05	E	-0.813451910057413	0.344583368122521	0.0122803061805232	-0.00201478575648623	0.0771454526816197	-0.0163902119336994	0.0196887020584425	0.153765218485108
brown	E06	E	-0.8080753410866	0.356714923212304	-0.0548532467368318	-0.0160822873282147	0.0488059875350914	0.00697178838030738	0.0301866969426668	0.160425310484118
brown	E07	E	-0.814673031276497	0.311852103865826	-0.101228868047450	-0.0554865789355109	0.07695528608611	-0.0180836678631970	0.00123103723627019	0.135465829612176
brown	E08	E	-0.794216459542391	0.347661032430688	-0.127391896740101	-0.00603934210417897	0.0602394086424101	-0.0262456733105369	0.00147425133770649	0.13927055181496
brown	E09	E	-0.810335848337065	0.289613665517644	0.00544854385248662	-0.0324690391628048	0.0855571101026136	-0.00883427025529558	0.0318576137990705	0.149022742657170
brown	E10	E	-0.808418993179022	0.339811072710882	-0.0665509648075585	-0.0242089736409444	0.0806836816316966	-0.0222190724340601	0.0128044741678951	0.157116535421151
brown	E11	E	-0.800642720528454	0.272210639330335	-0.0386928545643915	-0.0489105953572823	0.0790240472176775	-0.004236702265143	0.0459761493867513	0.146351956080859
brown	E12	E	-0.817293586677195	0.336927662592506	-0.000295719298905055	-0.0417792349394841	0.0476317816792422	-0.00621831796714796	0.0676397177670981	0.135676535672771
brown	E13	E	-0.813160902988025	0.344811793638719	-0.0250467948231629	-0.0617168268882425	0.074003612483671	0.00124206268742341	0.0669601563345042	0.142740941240664
brown	E14	E	-0.805338917860269	0.216626198745620	-0.084196387974535	-0.0543435706761709	0.0789851886335221	-0.0206885340279759	0.024656117893784	0.133439954872846
brown	E15	E	-0.817355375377594	0.259149314251107	-0.118597038359717	-0.0795189423343804	0.0839810722111976	-0.0283278749157693	0.0224136250046499	0.112911115401889
brown	E16	E	-0.789653809072334	0.275531088627875	-0.100902950413520	-0.066791724508972	0.0782191294959543	-0.0135528730202337	0.0190954271788838	0.161289551895057
brown	E17	E	-0.813092452523444	0.326501737206304	-0.100820611582457	-0.0349832516239734	0.0709134724608355	-0.0140232414872510	0.0107887142469183	0.141497446549937
brown	E18	E	-0.809289296520396	0.355821672680847	-0.0138978025285352	-0.0300478099718506	0.0579039705539952	0.00935313133078635	0.0461897271940868	0.150501737557971
brown	E19	E	-0.813853519643424	0.341880114654739	-0.0521447345190289	-0.0192569275876301	0.0899354901330384	0.00581625322989621	0.0333024005511029	0.152331252509676
brown	E20	E	-0.8086556555975	0.336992549114712	-0.0989011181711989	-0.0328036973453831	0.071325060206446	0.00163747309638295	0.00937748998328144	0.151151679863816
brown	E21	E	-0.80393983181478	0.382229450013286	-0.0797668960089889	-0.0128998690306184	0.0520137609712438	0.000165870770501602	0.060616458874126	0.161457219316306
brown	E22	E	-0.813389014150779	0.312533475358926	-0.0197357408047825	0.0384049813009706	0.076529145925997	-0.026818470843879	0.0569745605740164	0.138492701506135
brown	E23	E	-0.815678905264977	0.336964635099287	-0.0425256706871443	0.00309359719703935	0.0784104531142212	-0.0286983151559993	0.0441526076409319	0.142221426710721
brown	E24	E	-0.81490698395309	0.35264313574046	-0.0453839939790309	-0.0119333160830093	0.0995624469010395	-5.9470811654703e-05	0.0242597911241087	0.153232725121456
brown	E25	E	-0.803764402826223	0.341928715186360	-0.109124945949367	0.000988204444765052	0.0614358585563396	-0.0195920396282322	0.0170623425718233	0.143150910615224
brown	E26	E	-0.800871945913882	0.338635758364486	-0.0347800560812190	0.0188758758129753	0.0595222467624832	-0.0109590040269305	0.0403686851140076	0.156219819769641
brown	E27	E	-0.80522963124684	0.290372364963443	-0.109837108353992	-0.0228172060763742	0.0412949485127421	0.0116126577546054	2.38556158984288e-05	0.139853206336732
brown	E28	E	-0.811946829191618	0.380435444939919	-0.0642170078392825	0.0338367266682678	0.0394675310317772	-0.0105217645042236	0.0127051842638159	0.164808838594342
brown	E29	E	-0.813410803971081	0.363858630701613	-0.0374589740051142	0.0373859854871779	0.0438632489595068	-0.0166820027853986	0.0370017876242342	0.151403530871534
brown	E30	E	-0.82062818949189	0.346327016658384	-0.0476827324306023	0.0157803809971539	0.0439706410613498	0.0102390893514155	0.00158315646658104	0.150146340212769
brown	E31	E	-0.819351456613817	0.349144822816435	-0.0210923196778360	-0.000971753415510253	0.0570808505895464	-0.00430618026417437	0.0312487625732242	0.149510993338420
brown	E32	E	-0.811385060336952	0.383515291214379	-0.0368826325256593	0.0364889876676496	0.0413331677766309	-0.00749810284928895	0.0205533613404600	0.163874542507221
brown	E33	E	-0.808276893250052	0.358128410018934	-0.0583633705794902	-0.0147051156367386	0.0508954540734044	0.00645604864471958	0.0155180527400758	0.159545751292180
brown	E34	E	-0.80781520949662	0.348076243849567	-0.0952959056239329	-0.0128500351234880	0.0603605054481312	-0.0338334186881746	0.0265816193081279	0.151368771571036
brown	E35	E	-0.814347623224861	0.346360119120818	-0.0631983618994384	-0.0341007461145245	0.064868519783852	-0.00383176511033479	0.00830569765953203	0.156946730664101
brown	E36	E	-0.807683515240171	0.371330892847702	-0.0451377988551896	-0.0164927714698469	0.063468149965017	0.00375360638197547	0.025578807417799	0.167667649919323
brown	F01	F	-0.8097007057219	0.347348819473283	-0.0436487011759642	0.0427478477801017	0.0931046686418735	-0.0169033684348831	0.0367604243165553	0.148782347233129
brown	F02	F	-0.805410027360057	0.320113507401926	-0.0241855738575975	-0.0312699568763432	0.0902056954346817	0.0226849447529794	0.0229120414245688	0.154967126294092
brown	F03	F	-0.814347227270222	0.331775754107429	-0.0500879867554047	0.0452334001230103	0.092557885535357	-0.0128391582006104	0.0420199008379987	0.130892269255926
brown	F04	F	-0.810920723313772	0.307415604793347	-0.0596341243147682	-0.0136696638257997	0.0748557057902625	-0.00208838021815351	0.0371402932070377	0.141598425935280
brown	F05	F	-0.816849225269285	0.308864604437022	-0.0288332581449184	-0.0471567081991795	0.0635158844281937	0.00910474267573158	0.0210275130367027	0.140339619691227
brown	F06	F	-0.809751545976186	0.357057166578796	-0.0420434848055637	0.0123433975688805	0.110664970842510	-0.0116586155711017	0.0418086782275886	0.160109486415392
brown	F07	F	-0.81360084145488	0.314810678158226	-0.0550916198105911	0.0422977801693538	0.0935286901142085	0.00797269257680958	0.0331320479642503	0.143062700735931
brown	F08	F	-0.816659366935562	0.341897717978979	-0.00731542710576889	0.0410069278225795	0.0981807082968184	0.0115072371293905	0.0381611286458968	0.146849097898883
brown	F09	F	-0.814663821689195	0.329389765549592	0.0109888722442178	-0.00270065551575884	0.0993960208370931	0.00150032995730237	0.0321959894982443	0.150051769226786
brown	F10	F	-0.812184076501073	0.320129217114198	-0.0358626703661363	0.0158287334148692	0.0828493870918242	0.0103005847835419	0.0126961914415446	0.144163667335515
brown	F11	F	-0.811295141083482	0.322165235960396	-0.0581994048330339	-0.00112321477908407	0.0883218860438386	0.00511444650235362	0.0232207391241765	0.146980711348286
brown	F12	F	-0.808502249984807	0.357991729109626	-0.0548243029110178	0.039145503779173	0.0985654207436335	-0.0134067842415600	0.0386125096518892	0.158067140734419
brown	F13	F	-0.812000656679896	0.362940210186749	-0.0590613946532391	-0.00123451585900636	0.0557091411286672	0.0176599665957122	0.0262403060635189	0.161054368311522
brown	F14	F	-0.807524330751394	0.338005783424533	-0.022624784440888	0.0402877801853051	0.0757303504189515	0.022570187052795	0.0363101944590544	0.153923152751315
brown	F15	F	-0.813715478223568	0.347602472918234	-0.0269151501513566	0.0661545185100279	0.054120675322718	0.0242090570869892	0.0496993698547555	0.138526340010613
brown	F16	F	-0.817839970956204	0.330147918158021	-0.0034048063594239	-0.0416523345603143	0.0747849727894717	0.0262984552498887	0.040478067287574	0.138452150572374
brown	F17	F	-0.81001524900405	0.344384491796592	0.0041636791423636	-0.0439666435484673	0.0387786288762925	0.0301586418481322	0.0546011844000461	0.150126420145025
brown	F18	F	-0.808483674158236	0.321796428439832	-0.00843873123090153	-0.000279747132833901	0.0967206454530507	0.00425897224077504	0.0403885774043828	0.151179587310747
brown	F19	F	-0.813706398989875	0.345795065638709	-0.0314586598300078	0.0480461870386028	0.072079253461708	-0.0144879472229109	0.062650997725263	0.143142551503064
brown	F20	F	-0.807853383069895	0.312190644481785	-0.00920433177315502	-0.00077816853782713	0.0803814031271724	0.0115361463340358	0.0273350715810878	0.151557669761369
brown	F21	F	-0.804913440094125	0.347232106669204	-0.0653420455858207	-0.0345625278884358	0.0783935277676416	0.0187606468070121	0.0482581531669771	0.149384708734637
brown	F22	F	-0.810706598004158	0.326971055609573	0.00630606650311138	-0.0271025068507152	0.0893584264475624	0.0184099611469316	0.0278240230341078	0.150473392999074
brown	F23	F	-0.808471037418028	0.368647273737605	-0.0304642145807459	0.0340540806044889	0.0712223755162496	0.0257269272164654	0.0462352968442802	0.161638665352619
brown	F24	F	-0.811309851813817	0.323841042942172	-0.0197994432573298	-0.0217543253574767	0.0862091317657124	0.0158283548346682	0.0434663141361536	0.147768445012669
brown	F25	F	-0.81098262394459	0.363877571903395	-0.00843240032409749	0.0265072775871086	0.0757779180810074	0.00156453980284359	0.0510337785732271	0.153262843893687
brown	F26	F	-0.798692660247642	0.279325457691792	-0.0846559139180183	-0.0320542783961212	0.108558089866630	0.0074592145835754	0.0295451213496201	0.150053292766907
brown	F27	F	-0.810592927574349	0.334286247970215	-0.0588298372997614	-0.0120568290990985	0.0938088055230448	0.00234412778371276	0.0361556784452210	0.153815810593387
brown	F28	F	-0.806689886471463	0.311967898637848	0.00113838812049941	0.0196697258832292	0.0681750742491247	0.0221227519998805	0.0351866441075975	0.160578395377742
brown	F29	F	-0.816262712778139	0.322031151120090	0.0313481707681176	0.00256750359710426	0.0468943253356948	-0.00520826703819572	0.0374556344282678	0.142491578671678
brown	F30	F	-0.808561858691957	0.335565343087683	0.000877982292986915	-0.0120611290222849	0.0571115704125551	-0.00511750625059034	0.0497779957820704	0.152014435941752
brown	F31	F	-0.80960419227449	0.31899375449796	0.00492292475538785	0.00186028894778976	0.107269495166091	0.0072742049952985	0.0262691308528729	0.154728397374968
brown	F32	F	-0.807138003843532	0.33640389783078	0.0187027862390786	0.0155547761944361	0.0763363649497267	-0.00956858812211398	0.0404248589931250	0.159501357588364
brown	F33	F	-0.806471124283314	0.390418138756719	-0.0237425772219837	0.0355741552463114	0.0548724367956859	-0.00842924260738221	0.0401052612850653	0.17069140713471
brown	F34	F	-0.795247965060334	0.310538488086602	-0.0970747504636907	-0.0325519707608954	0.0546811666559349	-0.00858559483696336	0.0509256762156922	0.154700159818395
